sample_num,K,t,resid
1.0,1.0,0.009999999999999995,42.31876867744048
1.0,2.0,0.009999999999999995,8.041796446988569
1.0,3.0,0.009999999999999995,3.2690873942610543
1.0,4.0,0.009999999999999995,2.003503385964254
1.0,5.0,0.009999999999999995,1.4001318617300917
1.0,6.0,0.009999999999999995,1.0416802573676094
1.0,7.0,0.009999999999999995,0.8033915835915159
1.0,8.0,0.009999999999999995,0.6348697129583756
1.0,9.0,0.009999999999999995,0.5093031647977421
1.0,10.0,0.009999999999999995,0.4122717358036398
1.0,1.0,0.012499999999999995,66.1230760585008
1.0,2.0,0.012499999999999995,7.680100399902245
1.0,3.0,0.012499999999999995,3.579166343652365
1.0,4.0,0.012499999999999995,2.2455812548690455
1.0,5.0,0.012499999999999995,1.562966882534163
1.0,6.0,0.012499999999999995,1.138462997812132
1.0,7.0,0.012499999999999995,0.8562866509177479
1.0,8.0,0.012499999999999995,0.6545719427849312
1.0,9.0,0.012499999999999995,0.5055491866647902
1.0,10.0,0.012499999999999995,0.3949213504155646
1.0,1.0,0.014999999999999994,95.21722952424115
1.0,2.0,0.014999999999999994,8.859787247327993
1.0,3.0,0.014999999999999994,4.048306798145334
1.0,4.0,0.014999999999999994,2.487938150550536
1.0,5.0,0.014999999999999994,1.6790816228875047
1.0,6.0,0.014999999999999994,1.1901776562693491
1.0,7.0,0.014999999999999994,0.8622157351556263
1.0,8.0,0.014999999999999994,0.6338509225180813
1.0,9.0,0.014999999999999994,0.4760961502433827
1.0,10.0,0.014999999999999994,0.33453099389840035
1.0,1.0,0.01999999999999999,169.27507470976192
1.0,2.0,0.01999999999999999,33.734703526082406
1.0,3.0,0.01999999999999999,11.666341797837921
1.0,4.0,0.01999999999999999,4.581201068589905
1.0,5.0,0.01999999999999999,2.31107204056676
1.0,6.0,0.01999999999999999,1.3202815180596992
1.0,7.0,0.01999999999999999,0.7983825870829147
1.0,8.0,0.01999999999999999,0.49323916046548916
1.0,9.0,0.01999999999999999,0.32246800763195643
1.0,10.0,0.01999999999999999,0.22793318154416545
1.0,1.0,0.01749999999999999,129.60122907466152
1.0,2.0,0.01749999999999999,15.695311387032579
1.0,3.0,0.01749999999999999,5.429650532675186
1.0,4.0,0.01749999999999999,2.7781933524796187
1.0,5.0,0.01749999999999999,1.7627620096604562
1.0,6.0,0.01749999999999999,1.1927105144424757
1.0,7.0,0.01749999999999999,0.8294005217631176
1.0,8.0,0.01749999999999999,0.5748039607298063
1.0,9.0,0.01749999999999999,0.38777425230033435
1.0,10.0,0.01749999999999999,0.2646316051895318
1.0,1.0,0.01999999999999999,169.27507470976192
1.0,2.0,0.01999999999999999,33.734703526082406
1.0,3.0,0.01999999999999999,11.666341797837921
1.0,4.0,0.01999999999999999,4.581201068589905
1.0,5.0,0.01999999999999999,2.31107204056676
1.0,6.0,0.01999999999999999,1.3202815180596992
1.0,7.0,0.01999999999999999,0.7983825870829147
1.0,8.0,0.01999999999999999,0.49323916046548916
1.0,9.0,0.01999999999999999,0.32246800763195643
1.0,10.0,0.01999999999999999,0.22793318154416545
2.0,1.0,0.009999999999999995,42.2829252931776
2.0,2.0,0.009999999999999995,8.033767565386897
2.0,3.0,0.009999999999999995,3.267277296205649
2.0,4.0,0.009999999999999995,2.000142459721062
2.0,5.0,0.009999999999999995,1.3994846794540032
2.0,6.0,0.009999999999999995,1.0414501759679753
2.0,7.0,0.009999999999999995,0.8035338369164983
2.0,8.0,0.009999999999999995,0.635305843594317
2.0,9.0,0.009999999999999995,0.5097824118745243
2.0,10.0,0.009999999999999995,0.41272244106974143
2.0,1.0,0.012499999999999995,66.06707077059
2.0,2.0,0.012499999999999995,7.6818752988408585
2.0,3.0,0.012499999999999995,3.5784547722768636
2.0,4.0,0.012499999999999995,2.2455205192556327
2.0,5.0,0.012499999999999995,1.5624114614029627
2.0,6.0,0.012499999999999995,1.1387897060513763
2.0,7.0,0.012499999999999995,0.8569551477592542
2.0,8.0,0.012499999999999995,0.6552290804051126
2.0,9.0,0.012499999999999995,0.5061188093093995
2.0,10.0,0.012499999999999995,0.39552763485265996
2.0,1.0,0.014999999999999994,95.13658190964962
2.0,2.0,0.014999999999999994,8.863952609858957
2.0,3.0,0.014999999999999994,4.043607587307565
2.0,4.0,0.014999999999999994,2.486259947958594
2.0,5.0,0.014999999999999994,1.679700301883927
2.0,6.0,0.014999999999999994,1.191190897684239
2.0,7.0,0.014999999999999994,0.8631286342314991
2.0,8.0,0.014999999999999994,0.6346894097059047
2.0,9.0,0.014999999999999994,0.47698811488453374
2.0,10.0,0.014999999999999994,0.33550355542315613
2.0,1.0,0.01999999999999999,169.1317011727104
2.0,2.0,0.01999999999999999,33.73618577285207
2.0,3.0,0.01999999999999999,11.685498530986369
2.0,4.0,0.01999999999999999,4.586085966557112
2.0,5.0,0.01999999999999999,2.3139202273287838
2.0,6.0,0.01999999999999999,1.3216829708601325
2.0,7.0,0.01999999999999999,0.8001962833243824
2.0,8.0,0.01999999999999999,0.49270954518452725
2.0,9.0,0.01999999999999999,0.32280727463178427
